Assessment ID,Extracted use,Persistence Tag,Perfluoro Tag
LTD2156,   The assessed polymer (colourants/tint bases) will be used as a component of colourants/tint bases for Akzo Nobel protective topcoat coatings. These colourants/tint bases are to be mixed into a protective coatings base to generate,,
LTD2157," The products containing the assessed polymer at concentrations of < 60% will be used as a component of glass-reinforced plastics (GRP) or fibre-reinforced plastics (FRP) “body” fillers and coatings, or in the industrial manufacture of various glass-reinforced or fibre-reinforced articles.",,
LTD2158,"  The assessed chemical will be used as an additive in leave-on (e.g. body lotion, face lotion/cream, hand cream, deodorant, make up) and rinse off cosmetic products (e.g. shampoo, conditioner, shower gel, hand soap,  facial cleanser) including aerosols (deodorant and hairspray) at ? 15% concentration.",,
NA1,"Styrene-acrylate copolymer is intended to be used exclusively as a binder resin in toner products such as the P170 Toner for photocopying and laser beam printing. Incidentally, the P170 Toner will contain 45-55% by weight of the styrene-acrylate copolymer.
Other ingredients of the P170 Toner are iron oxide (CAS No.: 1317- 61-9) and amorphous silica, fumed (CAS No.: 7631-86-9).",,
NA10,The notified chemical will be imported into Australia in quantities rising from 10 tonnes in the first year to 100 tonnes after five years. Calcium borosilicate will be used in solvent based and water based paints as an anticorrosive and flame retardant agent. Calcium borosilicate is listed on the United States Inventory under the Toxic Substances Control Act.,,
NA100,"SR91B will be imported by sea, either as the base polymer or as formulated pellets, in quantities of > 100 tonnes/annum for the next four years. The pure polymer will be reformulated before sale to manufacturers for use as an engineering plastic for the manufacture of parts, structures, and components for the automotive, communication and electrical/electronic appliance industries.",,
NA101,"Millad 3940 is used as a clarifying agent for polypropylene homopolymer. The polypropylene is to be used for the manufacture of housewares, bottles, syringes and take away food containers.",,
NA102,FPC-156 will be imported into Australia as a component of X-ray film developer. The developer will contain <1 w/w% of the notified chemical. Less than 1000 kg of the notified chemical will be imported per annum.,,
NA103,"The notified chemical will initially be imported into Australia at 2000 kg/annum, with possible increases in import volume to meet future markets. The notified polymer will be imported in two formulations, ABIL Quat 3270 and ABIL Quat 3272, each containing 50% of the polymer in propylene glycol. These formulations will be used in the cosmetics industry as shampoo/conditioner components (final polymer concentration up to
2 5%). Abil-Quat 3272 which is of higher molecular weight than Abil-Quat 3270 is more compatible with anionic surfactants than the latter. Therefore, Abil-Quat 3272 is preferred for use in shampoos, shower- and bath preparations and liquid soaps, whereas the most important areas of application for Abil-Quat 3270 are conditioning hair rinses.
Formulations containing the notified polymer may also find applications as ingredients for fabric softeners, corrosion inhibitors, antistatic additives for plastics, pigment dispersants and fibre lubricants (final polymer concentration up to 2%).",,
NA104,"Procion Navy H-EXL is a reactive dye which will be imported into Australia as a granular powder for use in the dyeing of cellulose or cellulose blend yarn or fabric to improve shade and fastness. The estimated yearly import is one tonne in the first year, then one to 10 tonnes per year in subsequent years.",,
NA105,"The notified polymer is a polyamine which will be imported into Australia in liquid form. The imported product contains 10-30% residual water and is known as Beckopox Special Hardener SEH 622. Beckopox Special Hardener SEH 622 will be used in combination with epoxy resins as additives for cement systems for industrial or commercial applications only. There are two major uses for the notified chemical. The first will be as a component in epoxy systems for mineral substrates which will be used for the undercoating and covering of storage halls, car-parks and garages, and for the coating of walls in hospitals. The second major use will be as a component in epoxy modified mortar to be used in the restoration of concrete. It will mainly be used for the coating of floors in industrial buildings but is in use in the restoration of concrete bridges in other parts of the world. A further use of the notified chemical will be as a component in corrosion protection systems where it will be used to coat metals, plastics and other substrates.",,
